"","Codigo.particpante","Promedio_Acumulado","Edad_a..os","Sexo.","Grado_Escolar","Colegio","Ciudad_Residencia","Nacionalidad","CI_._Factor.g.R","TA_Total","CI_Total","PE_total","Grit.S","EP_Total","O_total","CP_Total","ESP_Total","PE_Total","DA_Total","Preocupaci..n_perfeccionista","Esfuerzo_Perfeccionista","Perfeccionismo_de_.Frost","PA1","PA2","PA3","PA4","PA5","PA6","PA7","PA8","PA9","PA10","PA11","PA12","PA13","PA14","PA15","PA16","PA.Total","PSP1","PSP2","PSP3","PSP4","PSP5","PSP6","PSP7","PSP8","PSP9","PSP_Total","POO1","POO2","POO3","POO4","POO5","POO6","POO7","POO_Total","iq_g_115","iq_g_128","iq_g_median","even_odd","location","total_score_oros"
"417",379,"4.7",12,"2",7,4,1,1,123,25,3.4,3.8,3.6,19,20,15,26,21,13,68,46,114,2,2,2,3,2,1,2,2,2,3,2,3,2,3,3,1,35,2,3,2,2,3,2,1,2,3,20,3,3,3,1,2,2,2,16,"above115","below128","above_m","odd","col",71
"418",379,"",13,"2",9,8,6,2,132,20,4.1,3.1,3.6,20,23,14,26,30,18,82,49,131,2,1,3,2,2,3,1,1,3,3,3,3,3,3,3,3,39,2,2,2,1,2,1,1,2,2,15,1,1,1,1,1,1,1,7,"above115","above128","above_m","even","mex",61
"419",379,"",13,"1",8,8,6,2,127,19,3.1,2.8,3,11,18,9,19,32,14,66,37,103,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,41,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1,8,"above115","below128","above_m","odd","mex",58
"420",379,"4.2",13,"2",8,4,1,1,124,20,1.9,3.4,2.7,14,26,5,24,16,12,47,50,97,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,24,1,1,2,2,1,1,2,2,1,13,3,2,1,1,1,2,1,11,"above115","below128","above_m","even","col",48
"421",379,"",14,"1",6,6,1,1,120,20,2.2,4.1,3.1,17,12,20,31,45,16,98,43,141,3,3,3,3,3,2,3,3,3,3,1,2,3,2,3,2,42,2,3,2,3,3,1,3,2,3,22,3,2,3,1,1,1,1,12,"above115","below128","above_m","odd","col",76
"422",379,"",12,"2",6,6,1,1,126,16,3.1,3.1,3.1,17,20,12,21,20,15,64,41,105,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,31,2,2,2,2,1,2,2,2,2,17,1,2,1,1,1,1,2,9,"above115","below128","above_m","even","col",57
"423",379,"",12,"1",7,1,1,1,137,25,2.5,4.4,3.4,14,26,14,19,25,10,63,45,108,3,3,1,3,1,1,3,1,2,3,1,3,1,3,3,2,34,2,2,1,2,1,1,2,2,3,16,1,1,1,1,1,1,1,7,"above115","above128","above_m","odd","col",57
"424",379,"",15,"1",7,6,1,1,132,24,3.8,5,4.4,20,29,15,31,21,19,75,60,135,2,3,2,2,1,1,3,1,2,3,2,1,2,2,3,1,31,1,2,2,3,2,1,2,2,2,17,2,1,1,1,1,2,1,9,"above115","above128","above_m","even","col",57
"425",379,"",13,"2",8,9,5,2,124,12,4.1,3.1,3.6,17,24,11,27,34,18,80,51,131,2,2,1,3,2,2,2,2,2,3,2,3,2,3,3,2,36,2,2,2,2,2,1,2,1,2,16,1,2,2,1,2,1,1,10,"above115","below128","above_m","odd","mex",62
"426",379,"",14,"2",8,6,1,1,120,13,1.3,4.1,2.7,11,21,13,17,18,13,55,38,93,1,1,1,2,1,1,1,1,2,3,1,2,1,3,3,1,25,3,3,1,2,3,3,2,3,3,23,1,1,1,1,1,1,1,7,"above115","below128","above_m","even","col",55
"427",379,"4.2",11,"2",7,4,1,1,133,21,2.8,3.8,3.3,20,23,11,29,23,14,68,52,120,2,3,2,1,2,2,3,1,3,2,2,1,2,1,2,1,30,2,2,2,3,2,1,1,2,2,17,1,1,2,1,2,1,1,9,"above115","above128","above_m","odd","col",56
"428",379,"",14,"1",9,8,6,2,126,24,1.9,4.7,3.3,5,28,4,34,28,11,48,62,110,3,3,2,1,3,2,3,2,2,3,1,1,1,3,2,1,33,1,1,2,1,1,1,1,1,1,10,1,2,2,1,3,1,2,12,"above115","below128","above_m","even","mex",55
"429",379,"",14,"1",8,9,5,2,127,20,4.4,2.8,3.6,9,21,4,18,17,11,41,39,80,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,23,1,1,1,1,1,1,1,1,1,9,2,3,2,1,1,1,2,12,"above115","below128","above_m","odd","mex",44
"430",379,"3.9",16,"2",9,5,3,1,122,21,2.5,4.1,3.3,12,22,20,31,41,14,87,53,140,3,2,3,2,3,1,3,1,2,3,1,3,3,3,3,1,37,1,3,1,1,1,3,2,3,2,17,1,2,2,1,1,1,1,9,"above115","below128","above_m","even","col",63
"431",379,"4.4",14,"1",9,5,3,1,120,23,2.5,4.4,3.4,23,30,13,31,25,16,77,61,138,3,3,2,2,2,1,3,1,3,3,2,2,2,3,3,2,37,2,2,2,3,2,1,1,2,1,16,1,1,1,1,1,1,1,7,"above115","below128","above_m","odd","col",60
"432",379,"4.2",12,"2",7,4,1,1,125,12,4.4,3.1,3.8,21,21,4,18,21,17,63,39,102,2,2,2,1,3,3,1,3,3,3,3,1,3,3,2,1,36,1,1,1,1,1,1,1,1,1,9,1,1,2,1,2,1,1,9,"above115","below128","above_m","even","col",54
"433",379,"",15,"2",9,6,1,1,132,17,3.1,3.4,3.3,17,21,13,21,22,18,70,42,112,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,19,1,1,1,2,1,1,1,1,2,11,1,1,1,1,1,1,1,7,"above115","above128","above_m","odd","col",37
